Price,open,high,low,close,volume,signals,stoploss
2015-01-02,24.7786766820896,24.78979984807769,23.87997951870223,24.320430755615234,212818400,0,0.0
2015-01-05,24.089084032394183,24.16916607950061,23.448429352699723,23.63528633117676,257142000,0,0.0
2015-01-06,23.699801693652454,23.897781878192376,23.27492176463844,23.63751602172852,263188400,0,0.0
2015-01-07,23.846607975610976,24.06905768320868,23.735383121812127,23.968955993652344,160423600,0,0.0
2015-01-08,24.298186668971617,24.94773952442875,24.18028687717126,24.889902114868164,237458000,0,0.0
2015-01-09,25.063413321130795,25.192434585486712,24.51618713114462,24.916597366333008,214798000,0,0.0
2015-01-12,25.04784348193922,25.054516703419324,24.202535383704063,24.302637100219727,198603200,0,0.0
2015-01-13,24.78757755760093,25.092334348788437,24.227004892575085,24.51841354370117,268367600,0,0.0
2015-01-14,24.255927370320013,24.57847891441799,24.135804269834303,24.424989700317383,195826400,0,0.0
2015-01-15,24.46947727933876,24.48282372385536,23.72649578385613,23.762086868286133,240056000,0,0.0
2015-01-16,23.80879968078104,23.931147738638376,23.40171617608169,23.577451705932617,314053200,0,0.0
2015-01-20,23.988979392447472,24.240348687400143,23.690897552432435,24.18473625183105,199599600,0,0.0
2015-01-21,24.23590209994992,24.70527125695511,24.08463618635833,24.369373321533203,194303600,0,0.0
2015-01-22,24.52731077292478,25.01892453405792,24.407187700040755,25.003353118896484,215185600,0,0.0
2015-01-23,24.981107910074,25.30365937266498,24.809820650066545,25.132373809814453,185859200,0,0.0
2015-01-26,25.30143294436429,25.439352394096968,25.09233134289731,25.15906524658203,222460000,0,0.0
2015-01-27,25.007800732869285,25.021148872066853,24.25369620874828,24.278165817260746,382274800,0,0.0
2015-01-28,26.16676390240693,26.27576550361316,25.650680541992188,25.650680541992188,585908400,0,0.0
2015-01-29,25.87536079829958,26.51379233848833,25.706298474244942,26.449281692504883,337745600,0,0.0
2015-01-30,26.338054971520894,26.69397428927985,25.993257124754823,26.062217712402344,334982000,0,0.0
2015-02-02,26.260195893258587,26.50933854820576,25.82196957705137,26.38921546936035,250956400,0,0.0
2015-02-03,26.36029369921333,26.491538228734484,26.162313570071944,26.39366149902344,207662800,0,0.0
2015-02-04,26.360296026384585,26.807420510137334,26.31803002974995,26.596092224121094,280598800,0,0.0
2015-02-05,26.803784106725747,26.850684413148844,26.631822563975213,26.785919189453125,168984800,0,0.0
2015-02-06,26.80379207262988,26.855158197673106,26.45316762211177,26.560365676879883,174826400,0,0.0
2015-02-09,26.475492953370605,26.76358411556141,26.448693022626355,26.736785888671875,155559200,0,0.0
2015-02-10,26.83729039844191,27.279480012235624,26.835058348126257,27.25044631958008,248034000,0,0.0
2015-02-11,27.41793861360003,27.898093467941823,27.35764088949896,27.88916015625,294247200,0,0.0
2015-02-12,28.152684433347616,28.46981100726813,28.043254356409005,28.242015838623047,297898000,0,0.0
2015-02-13,28.42514657401425,28.42514657401425,28.061123072379967,28.380481719970703,217088800,0,0.0
2015-02-17,28.47204324881655,28.782470267606207,28.34474654919476,28.547975540161133,252609600,0,0.0
2015-02-18,28.503317948267316,28.760145181978167,28.463118888174694,28.746746063232425,179566800,0,0.0
2015-02-19,28.693137164079143,28.81596806016833,28.659639377741044,28.686437606811523,149449600,0,0.0
2015-02-20,28.724403333073504,28.92093276977539,28.597108335362325,28.92093276977539,195793600,0,0.0
2015-02-23,29.037064009555703,29.702579498291016,28.956665913703063,29.702579498291016,283896400,0,0.0
2015-02-24,29.68918089559116,29.83657797514781,29.293889966856423,29.5172176361084,276912400,0,0.0
2015-02-25,29.38098191160113,29.38991692495225,28.619433889602213,28.76236343383789,298846800,0,0.0
2015-02-26,28.762367196280813,29.22688912773877,28.275514543942226,29.126392364501957,365150000,0,0.0
2015-02-27,29.032601910852616,29.15990033954733,28.63954637329681,28.68867874145508,248059200,0,0.0
2015-03-02,28.865101836964875,29.09512906834865,28.652941228409237,28.829368591308597,192386800,0,0.0
2015-03-03,28.80033970757226,28.925402665724054,28.60604230471284,28.88966941833496,151265200,0,0.0
2015-03-04,28.831605520231744,28.934334347098385,28.65741019840567,28.70653915405273,126665200,0,0.0
2015-03-05,28.71547277139752,28.75343806710463,28.085688798004263,28.230852127075195,226068400,0,0.0
2015-03-06,28.6752698585805,28.89189795896218,28.197350511715957,28.27328109741211,291368400,0,0.0
2015-03-09,28.577005632618352,28.9365649860489,27.92935511267005,28.393877029418945,354114000,0,0.0
2015-03-10,28.2308471234825,28.41174196237656,27.64796186054095,27.8065242767334,275426400,0,0.0
2015-03-11,27.86012488047084,27.864590683861785,27.2705400092887,27.2995719909668,275756000,0,0.0
2015-03-12,27.315211619681417,27.893631273629303,27.163348708978425,27.793132781982425,193450800,0,0.0
2015-03-13,27.78196316508045,28.005290840517024,27.37550686394009,27.60106658935547,207309200,0,0.0
2015-03-16,27.665830346457884,27.9047908782959,27.440270633053817,27.9047908782959,143497200,0,0.0
2015-03-17,28.116954288811467,28.434079174613988,28.06112237072561,28.37154769897461,204092400,0,0.0
2015-03-18,28.362610800519278,28.84499932962246,28.221914998124863,28.690902709960938,261083600,0,0.0
2015-03-19,28.75343900568345,28.86510284648222,28.45194697629777,28.474279403686523,183238000,0,0.0
2015-03-20,28.6417764452597,28.67527423591279,27.951694696124928,28.11695671081543,274780400,0,0.0
2015-03-23,28.389418612509715,28.55244688380203,28.255420625767037,28.409517288208008,150838800,0,0.0
2015-03-24,28.41398362011301,28.594876805473984,28.26435276829262,28.293386459350582,131369200,0,0.0
2015-03-25,28.25988499182182,28.32241646995941,27.554168701171875,27.554168701171875,206620800,0,0.0
2015-03-26,27.41570517516898,27.889158743873807,27.379971930211312,27.74622917175293,190291600,0,0.0
2015-03-27,27.81992556567672,27.84895754707425,27.44920254903883,27.52513313293457,158184800,0,0.0
2015-03-30,27.703797982866327,28.228617663523096,27.692630917889737,28.2219181060791,188398800,0,0.0
2015-03-31,28.159381136200608,28.248712532420985,27.773025275540377,27.788658142089844,168362400,1,0.0
2015-04-01,27.875759379277465,27.94275836104558,27.49163551869736,27.748462677001957,162485600,-1,27.649714851379393
2015-04-02,27.92265961866007,28.041023016701327,27.73506518490147,27.987424850463867,128880400,0,0.0
2015-04-06,27.797590056692584,28.47650624849016,27.766324325163158,28.440773010253903,148776000,0,0.0
2015-04-07,28.50554495912805,28.612741291445364,28.13482189606946,28.141521453857425,140049200,0,0.0
2015-04-08,28.10578155281689,28.228612429364464,27.909253854195335,28.049949645996094,149316800,0,0.0
2015-04-09,28.105790337990708,28.26882030656257,27.840031537075223,28.264352798461918,129936000,0,0.0
2015-04-10,28.128119659072382,28.409513003394117,27.974024723727684,28.38494682312012,160752000,0,0.0
2015-04-13,28.66857415662502,28.713242420297316,28.27551865336339,28.329116821289062,145460400,0,0.0
2015-04-14,28.36261416455353,28.42737939348636,28.119187821464017,28.20628547668457,102098400,0,0.0
2015-04-15,28.230855939059044,28.39165045503429,28.14152451650268,28.313486099243164,115881600,0,0.0
2015-04-16,28.201816086880648,28.38494469638553,28.163850794339893,28.177249908447266,113476000,0,0.0
2015-04-17,28.03879314990162,28.17055567379813,27.79536507321188,27.860130310058597,207828000,0,0.0
2015-04-20,28.043251985369725,28.61273645112321,27.953920587647207,28.496606826782227,188217200,0,0.0
2015-04-21,28.608274497684626,28.63060521897188,28.288914173119178,28.342514038085938,129740400,0,0.0
2015-04-22,28.36037989825696,28.780235297985456,28.21075077059283,28.724403381347656,150618000,0,0.0
2015-04-23,28.65293506545306,29.12638854157921,28.617201827482635,28.958892822265625,183083600,0,0.0
2015-04-24,29.1420274134368,29.17329314934952,28.860632382512645,29.09512710571289,178103600,0,0.0
2015-04-27,29.548480048122336,29.731610352000253,29.28941916309429,29.62441062927246,387816800,0,0.0
2015-04-28,30.028649294371498,30.04651251471132,28.93657678664121,29.15766906738281,475696000,1,0.0
2015-04-29,29.068333253061372,29.3876902174093,28.652943608997187,28.72887420654297,253544400,-1,29.011880722045895
2015-04-30,28.728876111499925,28.728876111499925,27.822166165703564,27.949462890625,332781600,1,0.0
2015-05-01,28.16162352279231,29.06163561358785,27.982962379436504,28.7981071472168,234050400,0,0.0
2015-05-04,28.920940004562222,29.15990230284927,28.644012402453143,28.742277145385746,203953200,-1,28.654116611480717
2015-05-05,28.619443525852404,28.68644251770801,28.09015796484268,28.09462547302246,197085600,0,0.0
2015-05-06,28.26434297561886,28.306775768552697,27.549695274838232,27.91818618774414,288564000,0,0.0
2015-05-07,27.980981029815805,28.27476343985242,27.81278565963882,28.090869903564453,175763600,0,0.0
2015-05-08,28.409330765141537,28.620136260986328,28.281502301080277,28.620136260986328,222201600,0,0.0
2015-05-11,28.568543323854765,28.606667196040643,28.17384438736146,28.328584671020508,168143200,0,0.0
2015-05-12,28.16712318095528,28.454176395333747,27.99220023537915,28.22767448425293,192640000,0,0.0
2015-05-13,28.29046768907056,28.52369885784937,28.227675011124752,28.259071350097656,138776800,0,0.0
2015-05-14,28.57303815415217,28.918397903442383,28.516973015362268,28.918397903442383,180814000,0,0.0
2015-05-15,28.945315358936725,29.039504394037344,28.75245111888928,28.87803649902344,152832000,0,0.0
2015-05-18,28.790566892937537,29.31533569285124,28.78608072435578,29.19647789001465,203531600,0,0.0
2015-05-19,29.30861711596612,29.351227175666523,29.07314281158417,29.16957664489746,178532800,0,0.0
2015-05-20,29.1538689818354,29.373643343707958,29.005856210353336,29.16732406616211,145819600,0,0.0
2015-05-21,29.16957119332869,29.519417101566336,29.115747429775045,29.46559333801269,158921600,0,0.0
2015-05-22,29.512685839361247,29.81992165714084,29.46783099774743,29.723487854003903,182384000,0,0.0
2015-05-26,29.736948146420776,29.806468364377803,28.95651902510816,29.068649291992188,282790400,0,0.0
