Price,open,high,low,close,volume,signals,stoploss
2015-05-27,29.230122077341694,29.6607019641253,29.1650880172417,29.611364364624023,183332800,0,0.0
2015-05-28,29.571001789604527,29.59118442161198,29.400564971633127,29.55306053161621,122933200,0,0.0
2015-05-29,29.42970827147302,29.47904586162355,29.13144135717905,29.21666145324707,203538000,0,0.0
2015-06-01,29.216660689469904,29.46559000710588,29.16508172727694,29.27496719360352,128451200,0,0.0
2015-06-02,29.122468135220835,29.301877216334294,29.00136897308682,29.144895553588867,134670400,0,0.0
2015-06-03,29.301879188296933,29.36467185762093,29.131439009894216,29.180776596069336,123934000,0,0.0
2015-06-04,29.059681144123864,29.283941683817417,28.90942699316249,29.010343551635746,153800400,0,0.0
2015-06-05,29.04173516220574,29.084345205321515,28.78607832545481,28.851112365722656,142507200,0,0.0
2015-06-08,28.907176434675755,28.976700062553448,28.442958989469293,28.66049194335937,210699200,0,0.0
2015-06-09,28.4138094674482,28.723290104771344,28.17160938685581,28.57527732849121,224301600,0,0.0
2015-06-10,28.687408793181845,29.005858359639028,28.67171062331345,28.902700424194336,156349200,0,0.0
2015-06-11,28.969974639239496,29.194235177107373,28.812992947120826,28.837661743164062,141563600,0,0.0
2015-06-12,28.74795751117397,28.779353848084437,28.505755731317212,28.519210815429688,147544800,0,0.0
2015-06-15,28.2792526425688,28.53490951126304,28.191791172277195,28.4631462097168,175955600,0,0.0
2015-06-16,28.4878103195872,28.671703856489906,28.339799283041987,28.61563873291016,125976400,0,0.0
2015-06-17,28.642551732611967,28.678432523406265,28.42277568672391,28.548362731933597,131672400,0,0.0
2015-06-18,28.53267209726164,28.77487220423219,28.53042901256616,28.67844009399414,141628800,0,0.0
2015-06-19,28.640309613792592,28.66497840684529,28.3465288923111,28.391380310058597,218867600,0,0.0
2015-06-22,28.590979427448676,28.71880788318201,28.499033483977787,28.617891311645508,136157200,0,0.0
2015-06-23,28.588734125576305,28.61788737955462,28.45417643405269,28.487815856933597,121075600,0,0.0
2015-06-24,28.52818567656355,29.109021417570688,28.508003047398923,28.73002052307129,221123600,0,0.0
2015-06-25,28.898214238033376,28.974462002785604,28.59321975708008,28.59321975708008,127752400,0,0.0
2015-06-26,28.631343323024424,28.703106628869005,28.371201980952375,28.425024032592773,176267200,0,0.0
2015-06-29,28.13572836480257,28.36223199911009,27.915953984203853,27.927165985107425,196645600,0,0.0
2015-06-30,28.160399867882457,28.283743866478435,28.00117506758643,28.129003524780277,177482800,0,0.0
2015-07-01,28.458659147651748,28.46762977339563,28.254581261665244,28.391380310058597,120955200,0,0.0
2015-07-02,28.353261905012243,28.411570128112857,28.205249118135043,28.355504989624023,108844000,0,0.0
2015-07-06,28.01911078965835,28.308407074792264,27.998926452523776,28.25682640075684,112241600,0,0.0
2015-07-07,28.23216260143077,28.290470827837684,27.756729584136583,28.18731117248535,187787200,0,0.0
2015-07-08,27.915950183579728,27.95183097694725,27.480884228809224,27.487611770629883,243046400,0,0.0
2015-07-09,27.774664465150213,27.82175896802528,26.736338895730672,26.92695999145508,314380000,0,0.0
2015-07-10,27.34633272564635,27.7746694975796,27.182621767061303,27.646841049194336,245418000,0,0.0
2015-07-13,28.039296802418413,28.20300775972198,27.88007201434083,28.18058204650879,165762000,0,0.0
2015-07-14,28.265798938111956,28.33980532765532,28.04153839596029,28.16936683654785,127072400,0,0.0
2015-07-15,28.19403337011961,28.514725988095567,28.16263703361612,28.440719604492188,134596800,0,0.0
2015-07-16,28.64704135620482,28.8331797289711,28.559579881091377,28.819721221923828,144889600,0,0.0
2015-07-17,28.94755010941288,29.068649291992188,28.774868540267114,29.068649291992188,184658800,0,0.0
2015-07-20,29.371411182801364,29.819932384741435,29.3108598623948,29.618099212646484,235600800,1,0.0
2015-07-21,29.793011914147154,29.808708371380416,29.22563306347825,29.32206344604492,307025600,-1,29.47000871658325
2015-07-22,27.357541202785857,28.1446961314303,27.357541202785857,28.0819034576416,461802400,0,0.0
2015-07-23,28.301680391324023,28.501272141588757,28.046023504221505,28.06845092773437,203998000,0,0.0
2015-07-24,28.10432659122713,28.198515593273896,27.785877082799374,27.920433044433597,168649200,0,0.0
2015-07-27,27.604228283454344,27.72084471917167,27.386697002890585,27.5324649810791,177822000,0,0.0
2015-07-28,27.669265747070312,27.78812527451552,27.48313079290029,27.669265747070312,134472400,0,0.0
2015-07-29,27.6176848745722,27.696175718624897,27.42033451127161,27.581802368164062,148046800,0,0.0
2015-07-30,27.431546757132665,27.48761188717185,27.2947477029593,27.442760467529297,134513200,0,0.0
2015-07-31,27.494340317118606,27.503310943531275,27.115341189272588,27.20280265808105,171540000,0,0.0
2015-08-03,27.247657185235305,27.487615908468857,26.355099431607226,26.561420440673828,279904000,0,0.0
2015-08-04,26.33266864427882,26.395461313253477,25.397502729252192,25.70922470092773,496554400,0,0.0
2015-08-05,25.330226052420677,26.33715705898433,25.139604945068488,25.87966537475586,397250400,0,0.0
2015-08-06,26.125218009291764,26.24461383155651,25.70845839090312,25.935985565185547,211612000,0,0.0
2015-08-07,25.81208202766498,26.18829191624943,25.794059564822017,26.023839950561523,154681600,0,0.0
2015-08-10,26.25136763075824,27.03082106695544,26.25136763075824,26.96999740600586,219806400,0,0.0
2015-08-11,26.53972283991694,26.62307544621346,25.53048892601448,25.56653213500977,388331200,0,0.0
2015-08-12,25.35027088613176,26.001317435345992,24.69697109897535,25.96076774597168,404870000,0,0.0
2015-08-13,26.1409839860143,26.22208334930202,25.80307054522102,25.940488815307617,194143200,0,0.0
2015-08-14,25.7535091599831,26.201807168640773,25.683674266822425,26.122961044311523,171718000,0,0.0
2015-08-17,26.140987837067737,26.503681787781417,26.01933877421499,26.39329719543457,163538800,0,0.0
2015-08-18,26.22884251425318,26.456371389120584,26.134227159098437,26.244611740112305,138242800,0,0.0
2015-08-19,26.15450234392492,26.24911770342962,25.834611336808948,25.90895271301269,193146000,0,0.0
2015-08-20,25.69944448462862,25.76026814897075,25.14751815556609,25.37730026245117,274006400,0,0.0
2015-08-21,24.87719022938364,25.208345711623945,23.800372891702107,23.82515335083008,513102000,0,0.0
2015-08-24,21.371897320238247,24.509986574734764,20.725355713481918,23.23042106628418,648825200,0,0.0
2015-08-25,25.03037637682352,25.03037637682352,23.31602862721861,23.370094299316406,414406400,0,0.0
2015-08-26,24.12477114470164,24.75554372046111,23.665210281431083,24.71048927307129,387098400,0,0.0
2015-08-27,25.28268279148372,25.51020992303216,24.78482217451439,25.438121795654297,338464400,0,0.0
2015-08-28,25.269169305640595,25.52598340972898,25.127246264554955,25.5214786529541,212657600,0,0.0
2015-08-31,25.23762288464912,25.800811833137107,25.230864892261867,25.402074813842773,224917200,0,0.0
2015-09-01,24.814114959848578,25.20384089964455,24.185595645305373,24.266695022583008,307383600,0,0.0
2015-09-02,24.832130836872945,25.30746078491211,24.584326294987832,25.30746078491211,247555200,0,0.0
2015-09-03,25.34125355491773,25.406583689783915,24.789328983371657,24.863670349121094,212935600,0,0.0
2015-09-04,24.548287858317043,24.88169485787396,24.444661265551147,24.615869522094727,199985200,0,0.0
2015-09-08,25.17454736005689,25.357020039254643,24.852403195336144,25.300701141357425,219374400,0,0.0
2015-09-09,25.627358864892383,25.685929297421087,24.728507768495984,24.81411361694336,340043200,0,0.0
2015-09-10,24.841143086181784,25.519223217061292,24.757792202650027,25.359277725219727,251571200,0,0.0
2015-09-11,25.183560774260123,25.72872734069824,25.17680278092092,25.72872734069824,199662000,0,0.0
2015-09-14,26.262632991006413,26.332467885341497,25.87515863782471,25.976531982421875,233453600,1,0.0
2015-09-15,26.116206964440654,26.251372014792125,25.776040241394576,26.195053100585938,173364800,-1,25.846649322509766
2015-09-16,26.188291698758928,26.253621836984625,26.005818990460128,26.224336624145508,148694000,1,0.0
2015-09-17,26.05538150344832,26.24235897954354,25.61834620924125,25.66340065002441,256450400,-1,26.09321494102478
2015-09-18,25.278178608643024,25.749005576015467,25.20158571829808,25.557519912719727,297141200,1,0.0
2015-09-21,25.607079622479663,25.990049212339446,25.604828103728384,25.954004287719727,200888000,-1,0.0
2015-09-22,25.54175054392048,25.721971737053007,25.34801336285386,25.54625701904297,201384800,1,0.0
2015-09-23,25.598072581071506,25.843623943763124,25.523732919629904,25.75351333618164,143026800,0,0.0
2015-09-24,25.512469619253405,26.01933987658957,25.314227648455592,25.906702041625977,200878000,-1,25.62474576950073
2015-09-25,26.23109725999836,26.287416172549907,25.6859288802746,25.84136962890625,224607600,0,0.0
2015-09-28,25.64763390024769,25.80983265267475,25.32999610900879,25.32999610900879,208436000,0,0.0
2015-09-29,25.417847760518285,25.57103524570457,24.298227691854485,24.56855773925781,293461600,0,0.0
2015-09-30,24.81861727164165,25.127245522468844,24.494221513209634,24.847904205322266,265892000,0,0.0
2015-10-01,24.57081222816692,24.6947145087892,24.174326648892244,24.68570327758789,255716400,0,0.0
2015-10-02,24.33202079531625,25.00784767192237,24.22839421381597,24.865922927856445,232079200,0,0.0
2015-10-05,24.7532834065852,25.08894530294106,24.57081071248537,24.956031799316406,208258800,0,0.0
2015-10-06,24.92224621006983,25.17230233581609,24.72850900059584,25.0754337310791,192787200,0,0.0
2015-10-07,25.17229617865752,25.17905417196248,24.647405313613383,24.956031799316406,187062400,0,0.0
2015-10-08,24.8231195509859,24.8231195509859,24.37707309530448,24.66767883300781,247918400,0,0.0
2015-10-09,24.780317230924524,25.29394534944359,24.665426187976884,25.257902145385746,211064400,0,0.0
2015-10-12,25.395324914925443,25.39982967171385,25.10471911864385,25.14076232910156,121868800,0,0.0
2015-10-13,24.965043702504907,25.332242337937164,24.933505253754483,25.18356132507324,132197200,0,0.0
2015-10-14,25.070921424837717,25.122733849725343,24.68119388535005,24.82762336730957,177849600,0,0.0
2015-10-15,24.989822994294745,25.253395040316168,24.890701177856,25.199329376220703,150694000,0,0.0
2015-10-16,25.18130420270553,25.23086510558611,24.899709726080683,25.01460075378418,156930400,0,0.0
2015-10-19,24.96054513111562,25.17455633190904,24.80510436753319,25.17005157470703,119036800,0,0.0
2015-10-20,25.08218829427992,25.719718751746928,24.965045720696533,25.629608154296875,195871200,1,0.0
2015-10-21,25.681425067053965,26.03736101994905,25.613841682022336,25.62735939025879,167180800,0,0.0
2015-10-22,25.75576083523572,26.019332885742188,25.70394668883837,26.019332885742188,166616400,0,0.0
2015-10-23,26.289663853653483,26.859612609192745,26.20631297522401,26.82582092285156,237467600,0,0.0
2015-10-26,26.600542787796204,26.611805536366205,25.888671079462387,25.969770431518555,265335200,-1,26.691691818237302
2015-10-27,25.996814264047917,26.253628406179207,25.67917472478617,25.805330276489254,279537600,1,0.0
2015-10-28,26.34147958234932,26.87538344616757,26.1454891647844,26.868623733520508,342205600,0,0.0
2015-10-29,26.74022611688739,27.18852601772275,26.64335749273953,27.15248107910156,204909200,-1,26.734280614852906
2015-10-30,27.256095123915298,27.30790926959749,26.90917048398108,26.920434951782227,197461200,1,0.0
2015-11-02,27.21329458318401,27.33944837575756,26.945216055248697,27.29889869689941,128813200,0,0.0
2015-11-03,27.211037859458635,27.81928124568413,27.19076216326909,27.61202812194824,182076000,0,0.0
2015-11-04,27.73818624173742,27.893626968237143,27.398021295835477,27.483625411987305,179544400,-1,27.473967981338497
2015-11-05,27.56732720046488,27.75736958459143,27.189507040235085,27.35692405700684,158210800,1,0.0
2015-11-06,27.39991780462173,27.558285063713974,27.28906072325715,27.38860511779785,132169200,0,0.0
2015-11-09,27.36598154193185,27.55828513592596,27.16010410457245,27.27774810791016,135485600,-1,27.25166209220886
2015-11-10,26.447445892916974,26.71214617404694,26.25740347046507,26.41803359985352,236511600,1,0.0
2015-11-11,26.327545408514624,26.56509633666233,26.065106220000256,26.268722534179688,180872000,-1,26.28594343185425
2015-11-12,26.302650707606865,26.42934449661561,26.16464423340516,26.18048095703125,130102400,1,0.0
2015-11-13,26.06283488001765,26.146544261482767,25.39995192710831,25.41578865051269,183249600,-1,26.049578552246093
2015-11-16,25.198598907299004,25.8456451456905,25.112628368504968,25.83207130432129,152426800,0,0.0
2015-11-17,25.999492255510937,26.028904551001,25.63750871392068,25.72121810913086,110467600,0,0.0
2015-11-18,26.189533964920045,26.58092806503617,26.130711101650345,26.535680770874023,186698800,0,0.0
2015-11-19,26.61486645220546,27.092232864564693,26.415775926027784,26.872779846191406,173183200,0,0.0
2015-11-20,26.967803546858004,27.13069660030205,26.888619903121032,26.990428924560547,137148400,0,0.0
2015-11-23,26.98363150034205,27.08770337092172,26.54698843422154,26.639747619628903,129930000,0,0.0
2015-11-24,26.544730161497384,27.001734039282518,26.49721998554499,26.89540100097656,171212800,0,0.0
2015-11-25,26.970059553499645,26.97458531831585,26.67820986150201,26.703096389770508,85553200,0,0.0
2015-11-27,26.761920047065026,26.78906945855036,26.60581395165312,26.653324127197266,52185600,0,0.0
2015-11-30,26.69404559363004,27.01530756676668,26.639748500369347,26.76418113708496,156721200,0,0.0
2015-12-01,26.865990463549124,26.87956430638716,26.43839715341516,26.5469913482666,139409600,0,0.0
2015-12-02,26.54699034341955,26.72119604159045,26.26192929816934,26.30717658996582,133546400,0,0.0
2015-12-03,26.36826672719209,26.422563831611907,25.841127232147954,26.062841415405277,166278000,0,0.0
2015-12-04,26.083199757172093,26.97910960484569,26.042476503819948,26.92933654785156,231108000,0,0.0
2015-12-07,26.91802780112242,27.117118319395093,26.65332576953224,26.75965881347656,128336800,0,0.0
2015-12-08,26.587718259414373,26.8320578205441,26.43840078943988,26.748350143432617,137238000,0,0.0
2015-12-09,26.614861734045554,26.62617441949029,26.035688141602797,26.15785789489746,185445600,0,0.0
2015-12-10,26.252886559424468,26.456502879450248,26.13297965042985,26.28229713439941,116850800,0,0.0
2015-12-11,26.06057769669181,26.10582499158112,25.53117537090385,25.6058349609375,187544800,0,0.0
2015-12-14,25.37959513527753,25.492715099024338,24.83888184665366,25.44746780395508,257274800,0,0.0
2015-12-15,25.325300472693822,25.51986696714476,24.96557805580939,24.99725151062012,213292400,0,0.0
2015-12-16,25.12847209257413,25.33661243989637,24.614908146843884,25.18955612182617,224954000,0,0.0
2015-12-17,25.34340391128762,25.395439870494915,24.655635833740234,24.655635833740234,179091200,0,0.0
2015-12-18,24.63978841898795,24.77779317045669,23.938443345810157,23.988216400146484,385813200,0,0.0
2015-12-21,24.27101687358089,24.291379362707698,23.88414684090661,24.28232955932617,190362400,0,0.0
2015-12-22,24.298170688678383,24.37056740278169,24.083241703068637,24.25971031188965,131157600,0,0.0
2015-12-23,24.268757973132043,24.626217498021944,24.252921246134328,24.57192039489746,130629600,0,0.0
2015-12-24,24.66015354977659,24.66015354977659,24.422600921482264,24.44070053100586,54281600,0,0.0
2015-12-28,24.341152298368662,24.363777671352185,24.02215490696973,24.166948318481445,106816800,0,0.0
2015-12-29,24.19861924709794,24.757432070501743,24.17599560254615,24.60132598876953,123724800,0,0.0
2015-12-30,24.565132147854182,24.59227983491533,24.248395898909155,24.28006935119629,100855200,0,0.0
2015-12-31,24.20993623341341,24.214460272698112,23.714470217162265,23.81401634216309,163649200,0,0.0
2016-01-04,23.21448219542985,23.838904961921934,23.07647568316033,23.834379196166992,270597600,0,0.0
2016-01-05,23.924874052036024,23.947497701196717,23.169233468411488,23.237104415893555,223164000,0,0.0
2016-01-06,22.75069043443937,23.160185946734472,22.59458603158971,22.78236389160156,273829600,0,0.0
2016-01-07,22.32535859680786,22.65340583772468,21.81631870333937,21.82084274291992,324377600,0,0.0
2016-01-08,22.295950256755653,22.422644090582867,21.890980493830487,21.936227798461918,283192000,0,0.0
2016-01-11,22.39096802012428,22.41132878701104,22.0221957987083,22.29142189025879,198957600,0,0.0
2016-01-12,22.74843459614322,22.78010806071068,22.36156264478833,22.614952087402344,196616800,0,0.0
2016-01-13,22.69639337928201,22.89322277160208,22.01314943965227,22.033510208129883,249758400,0,0.0
2016-01-14,22.16246239469257,22.73258796068733,21.66020949524555,22.515396118164062,252680400,0,0.0
2016-01-15,21.764282446911437,22.105905253885545,21.57424171788668,21.974685668945312,319335600,0,0.0
2016-01-19,22.264270833377413,22.31856792960295,21.60591185310772,21.868350982666016,212350800,0,0.0
2016-01-20,21.51541440329787,22.2144966002557,21.13533129768815,21.89776039123535,289337600,0,0.0
2016-01-21,21.95885023231142,22.144366932724644,21.479222615965675,21.786909103393555,208646000,0,0.0
2016-01-22,22.31404932263784,22.954308900857807,22.255228168722105,22.94525909423828,263202000,0,0.0
2016-01-25,22.967876936978342,22.97013981957926,22.44526325095706,22.497299194335938,207178000,0,0.0
2016-01-26,22.608151241962226,22.8230784371956,22.18734492773676,22.62172508239746,300308000,0,0.0
2016-01-27,21.72808717928821,21.861567934629136,21.11723821752104,21.135337829589844,533478800,0,0.0
2016-01-28,21.21904768257681,21.384201899439223,20.90231136907512,21.28691864013672,222715200,0,0.0
2016-01-29,21.445284981501302,22.02219581604004,21.34573885155747,22.02219581604004,257666000,0,0.0
2016-02-01,21.8253645008388,21.879661596204325,21.58328786499532,21.816314697265625,163774000,0,0.0
2016-02-02,21.587809275315365,21.72807862451077,21.329895946139512,21.375144958496094,149428800,0,0.0
2016-02-03,21.49279232043426,21.90907294317787,21.28465200906245,21.798215866088867,183857200,0,0.0
2016-02-04,21.805042169217717,22.139419786598744,21.652639308440207,21.97336769104004,185886800,0,0.0
2016-02-05,21.95516830962167,22.046155681463933,21.311436428419142,21.386499404907227,185672400,0,0.0
2016-02-08,21.18405606278197,21.76864770051544,21.163584812663363,21.611696243286133,216085600,0,0.0
2016-02-09,21.44791490830285,21.823236702575876,21.3660264537182,21.607141494750977,177324800,0,0.0
2016-02-10,21.818686900271047,21.916498015833483,21.40469603019183,21.4433650970459,169374400,0,0.0
2016-02-11,21.33418033227886,21.545725209408825,21.061218248805595,21.31370735168457,200298800,0,0.0
2016-02-12,21.425165640741696,21.495680014549343,21.15675390553398,21.37967109680176,161405600,0,0.0
2016-02-16,21.61396953260913,22.03023563678101,21.52070872359356,21.982467651367188,196231600,0,0.0
2016-02-17,21.98929136253433,22.33959165705713,21.871008980114677,22.31912040710449,179452800,1,0.0
