Price,Close,High,Low,Open,Volume
2015-01-02,78.08199310302734,78.55974479536005,77.33551130436129,78.21138814137034,18177500
2015-01-05,76.82791137695312,78.87824568013595,76.49945755354838,77.61420647225279,26452200
2015-01-06,75.79279327392578,77.22603328594651,75.00649813437246,76.86772897814596,27399300
2015-01-07,75.79279327392578,76.99711643391822,75.46433943203525,76.39993246277572,22045300
2015-01-08,77.81326293945312,77.86303143010313,75.72311542344683,76.38001545711485,23961000
2015-01-09,77.37532806396484,78.25120494043233,76.83786023347957,77.83316934320655,21157000
2015-01-12,76.36011505126953,77.63410947902533,75.85250528615859,77.47485637875296,19190200
2015-01-13,76.09137725830078,77.71373594269586,75.4941933201554,76.86772473085611,25179600
2015-01-14,75.92218017578125,76.83786276442613,75.67335289015344,76.06152284824434,25918600
2015-01-15,73.70264434814453,76.21082002252801,73.19503456402182,76.0416192923558,34134000
2015-01-16,74.82733917236328,74.96668184023537,73.49362101666576,73.69268739477293,21791500
2015-01-20,75.88236236572266,75.95203369779212,74.46902529025328,75.3648049837218,22821600
2015-01-21,76.38002014160156,76.93739841536537,75.49419562766246,75.8027466201264,25096700
2015-01-22,77.28575134277344,77.38528073174588,76.32030032316896,76.80799964465785,19519500
2015-01-23,77.46490478515625,77.8232166488,76.67860972847164,77.28574885333437,16746500
2015-01-26,77.13645935058594,78.1019104438864,76.92744533970742,77.61421108516984,19260800
2015-01-27,75.42452239990234,76.51936089142619,75.27522451614777,76.35016016685373,20110000
2015-01-28,75.88236236572266,77.27579660071747,75.64349031199961,76.53927000546811,53306400
2015-01-29,77.63410186767578,77.65400470645564,73.86187985287278,76.4894950009057,61293500
2015-01-30,75.55391693115234,77.79336239148694,75.39466383126445,77.63410929159905,42649500
2015-02-02,74.63823699951172,75.78284413224267,73.4040556810504,75.75298607033255,41955300
2015-02-03,75.04631042480469,75.22546637315232,73.51353344307635,74.83729641733348,26957700
2015-02-04,75.27522277832031,75.99184652891341,74.6581360103362,74.73775496537549,20277400
2015-02-05,75.25532531738281,75.62359243598596,74.85720013930491,75.35485471350074,15062600
2015-02-06,74.12067413330078,75.34490014393404,73.90170490379403,75.32499730198171,21211000
2015-02-09,74.09081268310547,74.4789826290658,73.10545119541611,73.70264273714513,16194300
2015-02-10,74.83729553222656,74.98658582607884,74.15052980608209,74.49888648108073,15811300
2015-02-11,76.1511001586914,76.38997221269088,74.67803937288232,74.73775548798078,20877400
2015-02-12,75.8724136352539,76.50941083162488,75.5340046032787,76.49945561473001,17235000
2015-02-13,75.38470458984375,76.12123874709806,75.14583254636943,76.10132831387207,18621900
2015-02-17,75.24536895751953,76.54922908577318,74.72781154939872,74.94678077369808,25254400
2015-02-18,76.35015869140625,76.53926984674791,75.09606712315097,75.58377404023149,22426400
2015-02-19,79.04744720458984,79.46547520573768,76.58903250312555,76.62884577851189,45851200
2015-02-20,79.52519989013672,79.96313073754129,78.82847895274674,79.17684321824468,36931700
2015-02-23,78.47016906738281,79.813842483232,78.01232777354625,79.58491803951064,24139100
2015-02-24,78.08199310302734,79.10716781849071,77.73363644903762,78.13176159371396,18897100
