Price,Close,High,Low,Open,Volume
2015-01-02,47.464820861816406,47.82181145362933,47.14580472515863,47.22935663946153,12600000
2015-01-05,45.99128723144531,47.30532367834523,45.748228634185615,47.138222703658585,20100600
2015-01-06,44.79877471923828,46.1431940541947,44.32025189552814,46.059642128111875,29074100
2015-01-07,44.86714553833008,45.489983626008076,44.563320808858556,45.489983626008076,23843200
2015-01-08,45.86975860595703,46.25713524304678,45.55074527892978,45.55074527892978,16971100
2015-01-09,45.07221603393555,46.173576793432076,45.03423867619153,46.12040791309312,15396200
2015-01-12,44.68483352661133,45.11778169388462,44.25947967039279,45.026632576311016,15455200
2015-01-13,44.692440032958984,45.34566106638474,44.33544646876423,45.01145333905795,21644700
2015-01-14,43.15053176879883,44.692435037575294,41.98081064887145,44.692435037575294,49602300
2015-01-15,41.76813507080078,42.99861937951489,41.395950025039376,42.33020689808958,42458100
2015-01-16,42.482120513916016,42.53528939385941,41.502289044982106,41.51748056746402,29368900
2015-01-20,42.31501007080078,42.83151016476112,42.09473737536465,42.56566580646662,23477700
2015-01-21,42.45172882080078,42.85429394335889,41.92003723219498,42.11752408674179,21842400
2015-01-22,43.74298858642578,43.84932634796897,42.50490701098716,42.82392319310342,31423500
2015-01-23,43.05177307128906,43.95564658145809,43.036581554628384,43.84171455273128,15458300
2015-01-26,43.120147705078125,43.287251546112515,42.687199478294936,42.84670610974422,12577700
2015-01-27,42.68720626831055,42.99862526864618,42.35299853308121,42.57327128630292,15220500
2015-01-28,41.585838317871094,43.05178682279314,41.585838317871094,43.00621225825377,24354400
2015-01-29,42.28464126586914,42.45174514590258,41.53267960069303,41.980819453747735,20393300
2015-01-30,41.30480194091797,42.15550685351247,41.29720473150512,41.76813320056341,26943700
2015-02-02,42.13273620605469,42.269457049899735,41.22126487958351,41.418748933199986,20308900
2015-02-03,43.08218002319336,43.12775170099058,42.43655324535696,42.46693629554654,18812500
2015-02-04,42.82392501831055,43.34801953574811,42.74796740148037,42.77835044821244,14934100
2015-02-05,43.120147705078125,43.325228901578555,42.88468346521026,43.1885081039116,11293900
2015-02-06,43.97086715698242,44.60889679095563,43.705022683446686,43.864529367568124,25214000
2015-02-09,43.91768264770508,44.13035815091864,43.46954291058619,43.613858016697336,14372400
2015-02-10,44.40380859375,44.59369830162353,44.092389588736886,44.37342554509336,16367300
2015-02-11,44.335445404052734,44.55571814677613,43.932880175789634,44.099984035440045,13061900
2015-02-12,45.24691390991211,45.35325166991404,44.472163647415236,44.760796779910926,23211300
2015-02-13,45.32286834716797,45.74062796959634,45.07221547119758,45.163361708142574,16479100
2015-02-17,45.64948272705078,45.679865774451656,45.05702779016812,45.087410837568996,15308800
2015-02-18,45.09501647949219,45.649494195163655,44.90512673176274,45.649494195163655,14278100
2015-02-19,44.98866653442383,45.1785562308704,44.66205602473677,44.92790333825407,11256500
2015-02-20,45.421607971191406,45.489968367518316,44.32024731814064,44.78357857130234,15379000
2015-02-23,45.07980728149414,45.21652807806623,44.66205057974006,45.19374224446637,16814000
2015-02-24,46.196353912353516,46.52296434280393,45.63428216982452,45.763405741288764,22937700
2015-02-25,46.43941879272461,46.5381622357402,46.14319136116436,46.15078567332563,18307900
2015-02-26,46.77363967895508,46.86478593804803,46.26473369592084,46.35587995501379,15444800
2015-02-27,46.545753479003906,47.03187055489643,46.43182141917765,46.43182141917765,15225900
2015-03-02,46.91794204711914,46.96351661299178,46.35586732463608,46.545757002875604,13047300
2015-03-03,47.069862365722656,47.08505389026103,46.71286878278842,46.82680376808272,13706900
2015-03-04,47.191383361816406,47.221763508061116,46.598925599003344,46.819198319825034,16625500
2015-03-05,47.092647552490234,47.267345736034905,46.78882286089872,47.244559898285985,10931300
2015-03-06,46.249534606933594,47.75346067473283,46.181174199420596,47.2141746251785,22719200
2015-03-09,46.71286392211914,46.8116073726004,46.181172208548894,46.211555254464166,13001500
2015-03-10,45.543155670166016,46.34069201835098,45.543155670166016,46.150802273664674,16357700
2015-03-11,45.75581741333008,46.06723636477389,45.54313900680483,45.67226549264014,13015600
2015-03-12,46.61412048339844,46.6748865752443,46.06724014421931,46.06724014421931,18159600
2015-03-13,46.333091735839844,46.98631283702504,45.900143405517035,46.63691644720088,16506200
2015-03-16,46.97871017456055,47.03187905825633,46.5229760578862,46.712865756081655,15182900
2015-03-17,46.796417236328125,46.8343945961042,46.272319819963116,46.59133601655314,11718300
2015-03-18,46.902767181396484,47.13063429670738,46.4014583687175,46.629325484028385,15697900
2015-03-19,46.48499298095703,46.82679497517095,46.15078529884276,46.76602888842781,11523800
2015-03-20,46.902767181396484,47.168611666344596,46.447032950774705,46.57615658703877,18368300
2015-03-23,46.43941879272461,47.15340583031754,46.42422727091556,46.902750066697934,15112900
2015-03-24,45.92292404174805,46.51538187202874,45.915329728693685,46.31030064971853,12128700
2015-03-25,45.27730941772461,46.05965420807183,45.262117891044696,45.97610226007602,14950900
2015-03-26,45.22412872314453,45.414018410866014,44.715222853357886,45.16336263228005,14039600
2015-03-27,45.23173522949219,45.406433441593315,44.81397838338189,45.18616354654514,11755800
2015-03-30,46.30270767211914,46.6824871042674,46.0368632286102,46.24194446966872,20656500
2015-03-31,46.014076232910156,46.287514983292446,45.892544036090854,46.12041400764,17346700
2015-04-01,45.83821487426758,46.312270652413936,45.67000031048353,46.18993358331985,18100600
2015-04-02,46.27404022216797,46.411669787579484,45.8764440239509,45.92996630863919,12697800
2015-04-06,46.23579788208008,46.44988696270618,45.60882021732225,45.81526159264315,12025200
2015-04-07,46.52635955810547,47.02335553944836,46.52635955810547,46.75574411364575,11505500
2015-04-08,46.679283142089844,47.0692345658029,46.59517585788719,46.686930849787835,11734000
2015-04-09,47.00042724609375,47.08453454365654,46.51107887854264,46.84750515204744,11728500
2015-04-10,47.1762809753418,47.23744805557649,46.793977244450446,46.908666613670256,9869700
2015-04-13,47.45918273925781,47.61210480793837,47.02335673940301,47.13040131245565,15468700
2015-04-14,48.20083999633789,48.636665879732135,47.97145841298488,48.139670018513044,33775400
2015-04-15,49.09543991088867,49.30188717336021,48.17791045768921,48.23143565850321,28732200
2015-04-16,48.78959274291992,49.14130848328982,48.67490048150412,48.996037063421156,16640500
2015-04-17,48.047935485839844,48.47611673648486,47.78032402715304,48.36142444462129,20221200
2015-04-20,48.35376739501953,48.56785650769614,48.27730491424545,48.33847489886471,12755300
2015-04-21,47.64269256591797,48.629033986737085,47.505062987804415,48.42259253631278,14985100
2015-04-22,48.1243896484375,48.284959422308866,47.42859701748095,47.90265571482185,14484700
2015-04-23,48.01734924316406,48.33083819383292,47.864427163552065,48.009704451719195,12851300
2015-04-24,47.864418029785156,48.04792507365088,47.66562140594734,47.887358233234316,9597500
2015-04-27,47.66563034057617,48.28496344837447,47.64269304957307,47.94088949959763,11146400
2015-04-28,47.98676300048828,48.00205549972784,47.229803246979195,47.78032155261925,12307800
2015-04-29,48.629032135009766,48.8507689931655,47.75738011797925,47.833842612211875,17601200
2015-04-30,48.36906051635742,48.84311918163447,48.10909389617975,48.61373755600608,16840900
2015-05-01,48.636680603027344,48.83547725764765,48.42259144932148,48.70549539053937,11640100
2015-05-04,49.485389709472656,49.600081981183536,48.65961235334385,48.69019734803283,14972500
2015-05-05,49.24071502685547,49.944152396248406,49.15660775078771,49.32482230292324,17692400
2015-05-06,48.873695373535156,49.75299490208571,48.49139173794713,49.34010627563178,18087900
2015-05-07,49.31718063354492,49.39364021201483,48.36142131894134,48.682555048610084,15039900
2015-05-08,50.07414245605469,50.196482453478744,49.39364226248677,49.676549131410795,16802600
2015-05-11,50.04354476928711,50.18882202102338,49.7606438055784,49.89827335104152,13798800
2015-05-12,49.97474670410156,50.112376287544315,49.51598337045649,49.93651399567602,12762200
2015-05-13,50.0970573425293,50.181164594770415,49.74533875747079,50.02059779507998,11874100
2015-05-14,50.50232696533203,50.60172383881233,50.2423573857411,50.33411238444828,11855500
2015-05-15,50.37232971191406,50.58642466832089,50.035906447399796,50.56348154787327,11152100
2015-05-18,50.785221099853516,50.87697608608909,50.311168254698245,50.311168254698245,10510900
2015-05-19,51.236328125,51.373957649019964,50.89989910328679,51.052818203980195,14282700
2015-05-20,50.83110427856445,51.25163486302877,50.76993428440872,51.190464868873036,12446000
2015-05-21,50.96108627319336,50.984023562688314,50.47173798566179,50.57113485130385,12934500
2015-05-22,50.823448181152344,51.09870727592256,50.7087559194163,50.94578231577758,9296900
2015-05-26,50.25763702392578,50.68581521648205,49.93649754601822,50.616997530683875,15571300
2015-05-27,50.823448181152344,50.961077728537454,50.326452269289966,50.42584911826614,10963700
2015-05-28,50.617008209228516,50.769933191325364,50.26528950064316,50.73934819490599,11797400
2015-05-29,50.29587936401367,50.63230852369018,49.97474562077274,50.60172352431121,14310700
2015-06-01,50.52524185180664,50.968715398666575,50.441134598661144,50.4564241749196,11899300
2015-06-02,50.4793815612793,50.7622884194001,50.14295824819427,50.334110111750825,12784200
2015-06-03,50.99930953979492,51.32809094413116,50.67052813545868,50.79286811544022,12927300
2015-06-04,50.716400146484375,51.26691829825745,50.4717260605286,50.701104734773814,13863300
2015-06-05,51.549827575683594,51.87096127160835,51.2363415868498,51.511600707211386,20801100
2015-06-08,51.14457702636719,51.64922059704214,51.08340704807504,51.580402913090914,14558700
2015-06-09,51.3663215637207,51.43513342455201,50.82345104991751,51.190459307999994,13263500
2015-06-10,52.19211959838867,52.375623800222975,51.58807885746178,51.679828041632234,17478900
2015-06-11,52.39088821411133,52.513228178882315,52.107987254186966,52.26855408283094,13739900
2015-06-12,52.1844482421875,52.40618505927942,51.89389956814848,52.23032281348557,11804700
2015-06-15,51.98565673828125,52.15387130367058,51.45808158641394,51.672170730185215,14082300
2015-06-16,52.27619552612305,52.39088193749274,51.70274013531494,51.81742654668464,11692800
2015-06-17,52.1003532409668,52.513241980347885,52.02389365963522,52.30680052740341,14521900
2015-06-18,52.58969497680664,52.62027997220808,51.9168425784491,52.26091356810538,16759600
2015-06-19,52.05447006225586,52.50558560105655,51.93213008553564,52.34501875672964,21606400
2015-06-22,52.727325439453125,52.97964728070375,52.56675858597313,52.65851357374377,14306700
2015-06-23,53.33136749267578,53.3848897786836,52.903189204613206,53.02552335827752,15736900
2015-06-24,52.773189544677734,53.34664497909616,52.68908811444081,53.14785129527748,16995000
2015-06-25,52.49029541015625,53.11727319982659,52.4826477033274,53.00258093135825,13314300
2015-06-26,52.719661712646484,52.97963118225628,52.582032189556536,52.71201984110629,14489200
2015-06-29,51.38161849975586,52.19210636657712,51.35103933511378,51.74863264387197,19934400
2015-06-30,51.80978775024414,52.077399115141475,51.35102457706438,51.90918459049451,20677400
2015-07-01,52.386993408203125,52.63326668539631,52.16380733330648,52.42547599310941,13964400
2015-07-02,51.963714599609375,52.433174007160325,51.7097494727264,52.29464490539745,12822900
2015-07-06,51.81748962402344,51.91753612850801,51.20950116226721,51.47116396089686,13527100
2015-07-07,51.40959548950195,51.732828049163366,50.25518845789593,51.63277568192212,22421500
2015-07-08,50.355228424072266,50.917042356783234,50.185914475265754,50.79390280433594,17707200
2015-07-09,50.87857437133789,51.332638390080085,50.786219680513966,51.171022084852254,14984700
2015-07-10,51.60200119018555,51.87136168020996,51.43268720456497,51.73283258939479,12356100
2015-07-13,52.40237045288086,52.44085302863229,52.086835643862536,52.24845189310851,16175600
2015-07-14,53.133522033691406,53.17969644793293,52.148428719076854,52.31774273345485,20185100
2015-07-15,53.248966217041016,53.43366975352156,52.987297491375635,53.27975111839103,16891600
2015-07-16,53.533695220947266,53.833840551519025,53.41825922581755,53.58756730921355,18035700
2015-07-17,53.26434326171875,53.479831649099424,53.041157182897855,53.37208745540909,14040700
